"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"134327","nm0141133","Stanislas Carré de Malberg","1969","\N","writer,actor,director","tt0285157,tt3547740,tt0092593,tt6535308"
"134410","nm0141222","David Carson","\N","\N","director,producer,writer","tt0120570,tt0111280,tt1844080,tt1842329"
"134459","nm0141281","L.M. Kit Carson","1941","2014","actor,writer,producer","tt0115734,tt0087884,tt0092076,tt0085031"
"134630","nm0141462","Angela Carter","1940","1992","writer","tt8768188,tt3187438,tt0087075,tt0097806"
"134786","nm0141620","Forrest Carter","1925","1979","writer","tt0075029,tt0119052,tt0331327"
"134892","nm0141734","Joseph Carter","1912","1984","writer","tt0081398"
"134967","nm0141812","Melissa Carter","\N","\N","producer,writer,director","tt3361004,tt8722888,tt4419214,tt4578474"
"134993","nm0141843","Natalie Carter","1955","\N","writer","tt1829012,tt0490234,tt1533813,tt1654829"
"135064","nm0141918","Rubin 'Hurricane' Carter","1937","2014","actor,writer","tt0078151,tt2129275,tt9577852,tt0174856"
"135105","nm0141961","Thomas Carter","1953","\N","director,producer,actor","tt0119664,tt0098789,tt0206275,tt0393162"
"135283","nm0142154","Carroll Cartwright","\N","\N","writer","tt5151570,tt0149367,tt0190374,tt1932767"
"135306","nm0142179","Jim Cartwright","1958","\N","actor,writer,director","tt2341669,tt2394340,tt0350386,tt0147004"
"135326","nm0142200","Randy Cartwright","1951","\N","art_department,animation_department,miscellaneous","tt0120630,tt0325980,tt0119282,tt0114148"
"135408","nm0142286","D.J. Caruso","1965","\N","director,producer,writer","tt1059786,tt0235737,tt1464540,tt0107843"
"135569","nm0142453","José Carvalho","\N","\N","writer,miscellaneous,script_department","tt1587828,tt0332734,tt0166707,tt1071211"
"135690","nm0142577","Raymond Carver","1938","1988","writer,soundtrack,miscellaneous","tt2562232,tt3520884,tt1531663,tt0108122"
"135699","nm0142587","Steve Carver","1945","2021","director,producer,cinematographer","tt0082350,tt0114973,tt0085862,tt0098205"
"135731","nm0142620","Donick Cary","\N","\N","writer,producer,miscellaneous","tt2575988,tt1826940,tt0913742,tt0096697"
"135964","nm0142872","Thierry Cazals","\N","\N","actor,writer","tt0436445,tt0112750,tt0310164,tt0485411"
"136007","nm0142916","Giacomo Casanova","1725","1798","writer","tt0074291,tt2614400,tt0193811,tt9105628"
"136092","nm0143006","Nicolás Casariego","\N","\N","writer","tt16277242,tt0268763,tt1634121,tt0218741"
"136211","nm0143129","David Casci","\N","\N","writer,director,actor","tt0100101,tt0135611,tt0101368,tt0087228"
"136269","nm0143187","Caroline Case","\N","\N","writer,script_department,actress","tt0160399,tt1127214,tt0119468,tt5734932"
"136357","nm0143281","Alberto Casella","1891","1957","writer","tt0035267,tt0035046,tt0119643,tt0025037"
"136476","nm0143403","Daniel Casey","1981","\N","writer,editor,director","tt0382896,tt5433138,tt6017942,tt0883362"
"136622","nm0143558","Warren Casey","1935","1988","soundtrack,music_department,writer","tt0084021,tt0884732,tt1282140,tt0077631"
"136658","nm0143596","Jim Cash","1941","2000","writer","tt0366174,tt0118615,tt0092099,tt0099422"
"136660","nm0143599","Johnny Cash","1932","2003","soundtrack,music_department,actor","tt0358273,tt0063919,tt0269347,tt3315342"
"137022","nm0143984","Jon Cassar","1958","\N","producer,director,camera_department","tt1389139,tt0285331,tt5691552,tt2271563"
"137053","nm0144018","Xan Cassavetes","1965","\N","actress,writer,director","tt0072417,tt0426883,tt0808399,tt1959438"
"137160","nm0144133","Gabriel Casseus","1972","\N","actor,writer,producer","tt0119099,tt0230030,tt0265086"
"137672","nm0144677","Renato Castellani","1913","1985","writer,director,assistant_director","tt0047029,tt0038970,tt0044572,tt0040018"
"137684","nm0144689","Franco Castellano","1925","1999","writer,director,soundtrack","tt0082562,tt0079837,tt0080439,tt0058298"
"137753","nm0144758","Enzo G. Castellari","1938","\N","director,actor,writer","tt0076877,tt0074586,tt0088940,tt0084424"
"137778","nm0144785","Jean-Christophe Castelli","\N","\N","producer,miscellaneous,writer","tt0454876,tt2513074,tt0119349,tt0114388"
"137802","nm0144812","Sergio Castellitto","1953","\N","actor,writer,director","tt0401711,tt0330702,tt0499448,tt0246772"
"137895","nm0144909","Fernando Castets","1959","\N","writer,cinematographer,director","tt0210843,tt0292542,tt0292779,tt1720114"
"138272","nm0145309","Nick Castle","1947","\N","writer,director,actor","tt0090768,tt0087597,tt0082340,tt0212910"
"138717","nm0145781","Robert Caswell","1946","2006","writer,producer","tt0386792,tt0106868,tt0105080,tt0094924"
"138956","nm0146033","Víctor Andrés Catena","1925","2009","writer,director,assistant_director","tt0075035,tt0058461,tt0187297,tt0057469"
"139241","nm0146341","Peter Cattaneo","1964","\N","director,writer,editor","tt0420835,tt1031969,tt0119164,tt8951692"
"139837","nm0146960","Liliana Cavani","1933","\N","director,writer,miscellaneous","tt0071910,tt0062998,tt0106765,tt0067537"
"139868","nm0146991","Fred Cavayé","\N","\N","writer,director,assistant_director","tt3112654,tt1217637,tt1545759,tt1458175"
"139895","nm0147022","Nick Cave","1957","\N","soundtrack,composer,music_department","tt0421238,tt0443680,tt1212450,tt2582782"
"139962","nm0147092","Leslie Caveny","\N","\N","producer,writer,actress","tt2608318,tt0115167,tt0472160,tt0158743"
"140126","nm0147265","André Cayatte","1909","1989","writer,director,assistant_director","tt0076595,tt0045525,tt0068730,tt0042625"
"140435","nm0147592","Massimo Ceccherini","1965","\N","actor,writer,director","tt0385092,tt8333746,tt0179952,tt3278330"
"140440","nm0147599","Suso Cecchi D'Amico","1914","2010","writer,script_department,actress","tt0040522,tt0054248,tt0090055,tt0039966"
"140534","nm0147700","Kevin Cecil","1969","\N","writer,producer,script_department","tt1759761,tt0481449,tt0377981,tt1430626"
"140577","nm0147745","Michael Cedeno","\N","\N","animation_department,art_department,writer","tt0097757,tt0230011,tt0095776,tt0119282"
"141146","nm0148334","Ravel Centeno-Rodriguez","\N","\N","writer,miscellaneous","tt3138624,tt0114216,tt0139809,tt3138634"
"141244","nm0148437","Vincenzo Cerami","1940","2013","writer,soundtrack,actor","tt0100389,tt0118799,tt0419198,tt0102164"
"141295","nm0148489","Janus Cercone","\N","\N","writer,soundtrack,producer","tt1189253,tt0434313,tt0104695,tt0116165"
"141317","nm0148511","Nacho Cerdà","\N","\N","director,producer,writer","tt0159241,tt0165297,tt0361862,tt0475937"
"141598","nm0148808","Mike Cerrone","1957","\N","actor,writer,production_manager","tt0383010,tt0116778,tt0267891,tt0183505"
"141643","nm0148859","Miguel de Cervantes y Saavedra","1547","1616","writer,soundtrack","tt4205112,tt0023956,tt6151214,tt1318517"
"141771","nm0148999","Tony Cervone","1966","\N","producer,miscellaneous,animation_department","tt0376390,tt3152592,tt0239395,tt0117705"
"141807","nm0149035","Daniele Cesarano","1962","\N","writer,producer,director","tt0189836,tt1099686,tt0446862,tt7939218"
"141837","nm0149065","Jeff Cesario","1953","\N","producer,writer,actor","tt0141109,tt0108742,tt0103466,tt2089826"
"141900","nm0149131","Kamil Cetin","\N","\N","cinematographer,director,camera_department","tt7588160,tt8402090,tt7668842,tt9124840"
"141903","nm0149134","Sinan Çetin","1953","\N","producer,director,writer","tt0106389,tt0263208,tt0216986,tt0314589"
"141962","nm0149196","Nuri Bilge Ceylan","1959","\N","producer,director,writer","tt1233381,tt0346094,tt2758880,tt1827487"
"141985","nm0149222","Louis Cha","1924","2018","writer,director,miscellaneous","tt0470605,tt0109688,tt0192848,tt0093962"
"142022","nm0149260","Alain Chabat","1958","\N","actor,writer,producer","tt0354899,tt0250223,tt1667889,tt0118976"
"142051","nm0149290","Michael Chabon","1963","\N","writer,producer,soundtrack","tt0401729,tt8806524,tt0316654,tt0185014"
"142066","nm0149305","Gregg Chabot","1969","\N","writer","tt0253556"
"142206","nm0149446","Gurinder Chadha","1960","\N","writer,producer,director","tt0401711,tt0963743,tt8266310,tt0286499"
"142249","nm0149491","Justin Chadwick","1968","\N","director,actor,producer","tt0442632,tt2304771,tt0491203,tt0790663"
"142301","nm0149548","Don Chaffey","1917","1990","director,art_director,writer","tt0059072,tt0054518,tt0068358,tt0057197"
"142393","nm0149644","Kevin Tsai","1962","\N","actor,writer,director","tt6912580,tt0106936,tt0103632,tt1654767"
"142418","nm0149669","Ilene Chaiken","1957","\N","producer,writer,director","tt12677870,tt5834204,tt0115624,tt0330251"
"142505","nm0149760","Sam Chaiton","\N","\N","writer","tt0174856"
"142790","nm0150058","Jean Chalopin","1950","\N","producer,writer,miscellaneous","tt0169477,tt0085031,tt0085033,tt0141369"
"142885","nm0150155","Doug Chamberlin","\N","\N","writer,actor","tt0120363,tt0108988,tt0108755,tt0115118"
"143414","nm0150707","Gregg Champion","1956","\N","director,producer,assistant_director","tt3338430,tt0074851,tt0094025,tt0091949"
"143418","nm0150712","John C. Champion","1923","1994","producer,writer,director","tt0052481,tt0061081,tt0074940,tt0051221"
"143454","nm0150749","Eric Champnella","1966","\N","writer,director,actor","tt8179218,tt0400712,tt0339412,tt16450790"
"143503","nm0150802","Benny Chan","1961","2020","director,writer,producer","tt0386005,tt0995739,tt1156506,tt2957774"
"143590","nm0150894","Frankie Chan","1951","\N","composer,actor,director","tt0112913,tt0106409,tt0109424,tt0091140"
"143592","nm0150897","Fruit Chan","1959","\N","actor,director,producer","tt3504824,tt0255327,tt0123328,tt9076570"
"143601","nm0150906","Gordon Chan","1960","\N","writer,producer,director","tt0103045,tt0288045,tt0157366,tt0440003"
"143604","nm0150909","Tin-suen Chan","\N","\N","writer","tt0103295,tt0108592,tt0105839"
"143611","nm0150916","Hing-Ka Chan","\N","\N","writer,producer,director","tt0306651,tt1612142,tt0157366,tt0266703"
"143624","nm0150929","Janet Chun","\N","\N","assistant_director,miscellaneous,director","tt0104684,tt1471236,tt1612142,tt0097202"
"143657","nm0150965","Kam Cheong Chan","\N","\N","writer,actor","tt0113577,tt0100962,tt0097344,tt1533749"
"143667","nm0150977","Kin Chung Chan","\N","\N","writer,director,producer","tt0189954,tt0373906,tt0116902,tt0100963"
"143701","nm0151013","Man Keung Chan","\N","\N","writer,actor,producer","tt0373074,tt0110930,tt0111767,tt0100144"
"143752","nm0151066","Peter Ho-Sun Chan","1962","\N","producer,director,actor","tt0913968,tt1718199,tt3752930,tt0454914"
"143784","nm0151100","Siu Cheung Chan","\N","\N","writer,director","tt1442571,tt0185390,tt3233928,tt0108997"
"143797","nm0151113","Susan Chan","\N","\N","writer,actress","tt2008006,tt0127357,tt0477898,tt1196714"
"143808","nm0151125","Teddy Chan","\N","\N","actor,director,producer","tt0226693,tt0115693,tt2952602,tt1403130"
"144027","nm0151358","Elizabeth Chandler","\N","\N","writer,producer,script_department","tt0286788,tt0113670,tt0403508,tt3068894"
"144031","nm0151362","Evan Chandler","1944","2009","writer,producer","tt0107977"
"144119","nm0151452","Raymond Chandler","1888","1959","writer,actor","tt0070334,tt0037101,tt0036775,tt0038355"
"144173","nm0151511","Tanuja Chandra","1969","\N","director,writer,actress","tt0118983,tt7399470,tt0332766,tt0823261"
"144200","nm0151540","Jay Chandrasekhar","1968","\N","director,actor,writer","tt0377818,tt0247745,tt0331953,tt0486551"
"144308","nm0151653","Cheh Chang","1923","2002","director,writer,music_department","tt0065450,tt0097984,tt0080621,tt0060350"
"144342","nm0151690","Eileen Chang","1920","1995","writer","tt0199150,tt0808357,tt0477890,tt0194286"
"144383","nm0151733","Jin Jang","1971","\N","writer,director,producer","tt0409696,tt0296649,tt0475517,tt0475783"
"144578","nm0151949","Roy Chanslor","1899","1964","writer","tt0030515,tt0033612,tt0033440,tt0027349"
"144763","nm0152145","Georges Chaperot","1902","1970","writer","tt0039234,tt0195902,tt0202051,tt0372824"
"144867","nm0152255","Paul Chaplin","1955","\N","writer,actor,soundtrack","tt0117128,tt0094517,tt0100133,tt0289291"
"144896","nm0152284","Andrew Chapman","\N","\N","producer,writer,director","tt0119931,tt0114148,tt6483832,tt2402137"
"144922","nm0152312","Brenda Chapman","1962","\N","animation_department,writer,miscellaneous","tt0120794,tt1217209,tt0101414,tt0110357"
"145070","nm0152466","Matthew Chapman","\N","\N","writer,director,producer","tt2217458,tt0313542,tt0104006,tt1535970"
"145072","nm0152469","Michael Chapman","1935","2020","cinematographer,actor,camera_department","tt0106977,tt0075314,tt0081398,tt0251075"
"145100","nm0152501","Richard Chapman","\N","\N","producer,writer,miscellaneous","tt0081930,tt0098783,tt0088495,tt0086748"
"145108","nm0152509","Robin Chapman","1933","2020","writer,producer,actor","tt0077572,tt0075592,tt0181240,tt0181217"
"145142","nm0152545","Vera Chapman","1898","1996","writer","tt0120800"
"145166","nm0152572","David Chappe","1947","2002","writer","tt0126158,tt0120604,tt1731696"
"145224","nm0152638","Dave Chappelle","1973","\N","writer,actor,producer","tt0107977,tt0120693,tt1517451,tt0353049"
"145226","nm0152640","Joe Chappelle","\N","\N","producer,director,assistant_director","tt0306414,tt7049542,tt8080122,tt1119644"
"145325","nm0152741","Joe Charbanic","\N","\N","producer,miscellaneous,actor","tt2234127,tt4818738,tt0204626,tt13997160"
"145483","nm0152911","Dan Chariton","\N","\N","writer,actor,miscellaneous","tt11271038,tt0171467,tt2055765,tt0114898"
"145603","nm0153036","Glen Charles","1943","\N","writer,producer,miscellaneous","tt0083399,tt0072556,tt0077089,tt0120797"
"145644","nm0153078","Larry Charles","1956","\N","producer,writer,miscellaneous","tt1645170,tt0098904,tt0889583,tt0264235"
"145646","nm0153080","Les Charles","1948","\N","writer,producer,miscellaneous","tt0120797,tt0072556,tt0077089,tt0083399"
"145811","nm0153249","Jean-Michel Charlier","1924","1989","writer,director,actor","tt0061230,tt0276830,tt0167673,tt0403758"
"145827","nm0153265","Alexandre Charlot","\N","\N","writer,director,producer","tt1064932,tt0463872,tt1529235,tt2538654"
"145895","nm0153338","Eric C. Charmelo","\N","\N","producer,writer,actor","tt7772580,tt5464086,tt0460681,tt1819654"
"145932","nm0153377","Martin Charnin","1934","2019","soundtrack,writer,producer","tt0329952,tt1823664,tt5463162,tt0083564"
"145939","nm0153384","Sara B. Cooper","\N","\N","producer,miscellaneous,writer","tt0108724,tt0412142,tt0146316,tt0106028"
"146059","nm0153508","Henri Charrière","1906","1973","writer,actor","tt5093026,tt0070511,tt7818134,tt0065506"
"146095","nm0153546","Leslie Charteris","1907","1993","writer,music_department,actor","tt0055701,tt0037859,tt0033014,tt0120053"
"146238","nm0153698","Borden Chase","1900","1971","writer","tt0027154,tt0040724,tt0043137,tt0048976"
"146278","nm0153740","David Chase","1945","\N","producer,writer,miscellaneous","tt8110232,tt0101124,tt0141842,tt0071042"
"146311","nm0153774","Jacob Chase","1986","\N","editor,director,writer","tt1174693,tt4519016,tt8004664,tt7724410"
"146314","nm0153777","James Hadley Chase","1906","1985","writer,miscellaneous","tt0061410,tt0050519,tt0062038,tt3868700"
"146410","nm0153883","David Chaskin","\N","\N","writer,actor,camera_department","tt0097557,tt0094512,tt0089686,tt0092809"
"146437","nm0153912","Betsy Chasse","\N","\N","producer,actress,miscellaneous","tt0399877,tt0185556,tt0245891,tt0105151"
"146570","nm0154055","Étienne Chatiliez","1952","\N","director,writer,actor","tt1068632,tt0096386,tt0112556,tt0100747"
"146588","nm0154074","Vernon Chatman","\N","\N","producer,writer,director","tt2104664,tt6905458,tt0450357,tt0121955"
"146615","nm0154104","Mike Clattenburg","\N","\N","writer,director,producer","tt3589872,tt0290988,tt0425601,tt1864526"
"146668","nm0154158","Saratchandra Chatterjee","1876","1938","writer","tt0047990,tt0238936,tt1327035,tt0152720"
"146727","nm0154223","Bruce Chatwin","1940","1989","writer","tt0102506,tt0105712,tt0093674,tt0094888"
"146759","nm0154257","Geoffrey Chaucer","1343","1400","writer,soundtrack","tt4036348,tt0197187,tt0089917,tt0041023"
"146810","nm0154312","Pascal Chaumeil","1961","2015","director,assistant_director,writer","tt1465487,tt0110413,tt0119116,tt1986843"
"146880","nm0154385","Philippe de Chauveron","1965","\N","writer,director","tt10405142,tt2800240,tt6556670,tt0423814"
"147150","nm0154665","Paddy Chayefsky","1923","1981","writer,actor,producer","tt0074958,tt0048356,tt0080360,tt0067217"
"147190","nm0154707","Marie-Anne Chazel","1951","\N","actress,writer,director","tt0084555,tt0078907,tt0108500,tt0077276"
"147198","nm0154716","Stephen Chbosky","1970","\N","writer,producer,director","tt2771200,tt2543472,tt1659337"
"147295","nm0154819","Jeremiah S. Chechik","1955","\N","director,producer,actor","tt0106387,tt0397442,tt0097958"
"147351","nm0154877","Douglas Cheek","\N","\N","editor,director,producer","tt1327176,tt0166063,tt0087015,tt0176357"
"147412","nm0154940","John Cheever","1912","1982","writer,actor","tt0063663,tt0047708,tt2403092,tt0042141"
"147479","nm0155009","Anton Chekhov","1860","1904","writer,soundtrack,actor","tt2758880,tt0057603,tt0037325,tt15413262"
"147495","nm0155027","Sanjay Chhel","\N","\N","writer,music_department,director","tt0220597,tt1132595,tt0118931,tt0120540"
"147535","nm0155069","Semi Chellas","\N","\N","producer,writer,miscellaneous","tt5690810,tt0804503,tt9109492,tt6599482"
"147557","nm0155093","Peter Chelsom","1956","\N","actor,director,writer","tt3922818,tt1626146,tt0113133,tt0240890"
"147638","nm0155179","Chi-Hwa Chen","\N","\N","director,actor,miscellaneous","tt0076661,tt1219127,tt0182724,tt0089374"
"147707","nm0155261","Jianyu Chen","\N","\N","writer","tt7993654,tt0093206"
"147725","nm0155280","Kaige Chen","1952","\N","director,writer,actor","tt0332639,tt0851532,tt0106332,tt0087433"
"147740","nm0155295","Kuo-Fu Chen","1958","\N","producer,writer,director","tt1434423,tt0212423,tt0851532,tt0284066"
"147943","nm0155528","Yarrow Cheney","\N","\N","animation_department,production_designer,director","tt2709692,tt1323594,tt1690953,tt1482459"
"147945","nm0155531","Cheng Ah","1949","\N","writer,actor","tt1315903,tt0087301,tt3508840,tt10711918"
"147950","nm0155536","Andy Cheng","\N","\N","stunts,assistant_director,miscellaneous","tt0184894,tt0266915,tt9376612,tt0120812"
"148051","nm0155642","Siu-Tung Ching","1953","\N","stunts,miscellaneous,actor","tt0093978,tt0913968,tt0473444,tt0299977"
"148300","nm0155913","Jonas Chernick","1973","\N","actor,writer,producer","tt2820078,tt0282612,tt0896527,tt2112210"
"148348","nm0155961","Michael S. Chernuchin","1954","\N","producer,writer,miscellaneous","tt0098844,tt0203259,tt1166893,tt0285331"
"148350","nm0155963","Sonia Chernus","1909","1990","miscellaneous,writer","tt0075029,tt0039185,tt0054557,tt0267216"
"148376","nm0155990","Valentin Chernykh","1935","2012","writer,producer,actor","tt0230643,tt0188306,tt0403579,tt0079579"
"148428","nm0156047","John R. Cherry III","\N","\N","director,producer,writer","tt0092974,tt0090968,tt0119068,tt0129908"
"148665","nm0156295","Christophe Cheysson","\N","\N","assistant_director,director,actor","tt0293662,tt0283160,tt0114702,tt0422720"
"148690","nm0156320","Hal E. Chester","1921","2012","producer,actor,writer","tt0050766,tt0038655,tt0462519,tt0047958"
"148798","nm0156432","Tung Cho 'Joe' Cheung","\N","\N","actor,director,writer","tt0080156,tt0068935,tt0109215,tt0105384"
"148799","nm0156434","Alfred Cheung","1955","\N","actor,writer,director","tt0271053,tt0288045,tt0085833,tt0101442"
"148815","nm0156451","Chi-Sing Cheung","\N","\N","writer,director,actor","tt0339831,tt0127360,tt0457049,tt0429078"
"149252","nm0156927","Chia-Hsiang Wu","1919","1993","actor,assistant_director,director","tt0192494,tt1229006,tt0058315,tt1236181"
"149757","nm0157463","Julia Child","1912","2004","writer,actress","tt1135503,tt12892736,tt0108526,tt0163936"
"149763","nm0157470","Lincoln Child","\N","\N","writer","tt0165001,tt0120004,tt1663339"
"149828","nm0157536","Helen Childress","1969","\N","writer,producer,actress","tt2283011,tt0110950,tt6474378,tt8417308"
"149959","nm0157670","Colin Chilvers","1945","\N","special_effects,director,art_department","tt0465602,tt0120903,tt0078346,tt0095655"
"150070","nm0157787","Stephen Chin","\N","\N","writer,producer","tt2005151,tt0196857,tt0127722,tt0119237"
"150269","nm0158006","Charles Chiodo","1952","\N","miscellaneous,special_effects,producer","tt0095444,tt0372588,tt0114367,tt0090887"
"150271","nm0158008","Edward Chiodo","1960","\N","miscellaneous,actor,producer","tt0114367,tt0319343,tt0095444,tt0372588"
"150276","nm0158014","Stephen Chiodo","1954","\N","miscellaneous,producer,special_effects","tt0095444,tt0372588,tt0090887,tt0114367"
"150467","nm0158219","David Chisholm","\N","\N","writer,producer","tt4196546,tt0111880,tt0158708,tt0098663"
"150565","nm0158323","Ugo Chiti","1943","\N","writer,art_director,costume_designer","tt0929425,tt6768578,tt3278330,tt0115494"
"150963","nm0158749","Michele S. Chodos","\N","\N","writer","tt0110857,tt0090481"
"151173","nm0158966","Lisa Cholodenko","1964","\N","director,producer,writer","tt0139362,tt0367587,tt0842926,tt0298408"
"151178","nm0158971","Pierre Cholot","\N","\N","writer","tt0057427,tt0054437"
"151190","nm0158984","Sylvain Chomet","1963","\N","director,writer,animation_department","tt0127710,tt0401711,tt0775489,tt0286244"
"151195","nm0158989","Robert Chomiak","\N","\N","writer,miscellaneous,producer","tt0270933,tt0457572,tt0193253,tt0338574"
"151244","nm0159039","Felix Chong","1968","\N","writer,director,actor","tt1852904,tt1349853,tt0338564,tt7183578"
"151308","nm0159109","Yoshiaki Kawajiri","1950","\N","animation_department,art_department,director","tt0216651,tt0107692,tt0098692,tt0328832"
"151344","nm0159147","Aditya Chopra","1971","\N","producer,writer,director","tt0420332,tt1182937,tt0112870,tt0213890"
"151345","nm0159148","B.R. Chopra","1914","2008","producer,director,writer","tt0053985,tt0337578,tt0052154,tt0057120"
"151355","nm0159158","Pamela Chopra","\N","\N","music_department,soundtrack,producer","tt0118983,tt0112870,tt0213890,tt0420332"
"151359","nm0159162","Ravi Chopra","1946","2014","director,producer,writer","tt0158574,tt0158534,tt0337578,tt0158451"
"151447","nm0159262","Pierre Chosson","1959","\N","writer,director,miscellaneous","tt1747958,tt2891070,tt0942379,tt0281830"
"151500","nm0159318","Laurent Chouchan","\N","\N","writer,actor,director","tt1052344,tt0279494,tt1068632,tt0172014"
"151618","nm0159443","Chris Chow","\N","\N","writer,camera_department,director","tt1350510,tt0446059,tt0806027,tt1038685"
"151673","nm0159507","Stephen Chow","1962","\N","actor,producer,director","tt0109962,tt0373074,tt0286112,tt0940709"
"151900","nm0159745","Casper Christensen","1968","\N","writer,actor,producer","tt0434695,tt1680136,tt0272993,tt2208231"
"151988","nm0159835","Lars Saabye Christensen","1953","\N","writer,miscellaneous","tt0088849,tt0111421,tt2200989,tt1332134"
"152043","nm0159892","Ronnie Christensen","\N","\N","writer,director,producer","tt3216348,tt0364146,tt0449487,tt1507563"
"152051","nm0159900","Shawn Christensen","\N","\N","director,writer,soundtrack","tt2088735,tt5276548,tt3060492"
"152293","nm0160157","Christian E. Christiansen","1972","\N","director,producer,production_manager","tt1221129,tt0466500,tt1265990,tt3103598"
"152509","nm0160391","Pierre Christin","1938","\N","writer","tt0429462,tt0096994,tt0097292,tt2239822"
"152711","nm0160602","Mark Christopher","1963","\N","writer,producer,director","tt0120577,tt3963386,tt0376827,tt0112321"
"152934","nm0160840","Jon M. Chu","1979","\N","producer,writer,director","tt1023481,tt3110958,tt1702443,tt1583421"
"152973","nm0160883","T'ien-wen Chu","1956","\N","writer,director,producer","tt0085695,tt0087164,tt0113256,tt3508840"
"153021","nm0160935","Daniel Chuba","\N","\N","visual_effects,producer,writer","tt6338498,tt0232500,tt7979580,tt1920885"
"153028","nm0160942","Ken Chubb","\N","\N","miscellaneous,writer,producer","tt0210070,tt0465440,tt4006302,tt0414510"
"153084","nm0161003","Dick Chudnow","1944","\N","actor,writer,soundtrack","tt0086037,tt0117723,tt0081368,tt0085704"
"153224","nm0161152","Oxide Chun Pang","1965","\N","director,writer,producer","tt0263101,tt0325655,tt0425430,tt0498311"
"153230","nm0161159","Tin-Nam Chun","\N","\N","writer,script_department,miscellaneous","tt1403130,tt0913968,tt1075419,tt0429078"
"153343","nm0161285","Peter Chung","1961","\N","animation_department,art_department,writer","tt0101134,tt0111873,tt0328832,tt0402022"
"153383","nm0161330","Cindy Chupack","\N","\N","producer,writer,miscellaneous","tt0159206,tt0115167,tt1442437,tt4938700"
"153653","nm0161615","Vera Chytilová","1929","2014","director,writer,actress","tt0057374,tt0106693,tt0064781,tt0060959"
"153750","nm0161717","Patrice Chéreau","1944","2013","miscellaneous,director,writer","tt0435479,tt0104691,tt0110963,tt0256103"
"153860","nm0161834","Derek Cianfrance","1974","\N","director,writer,producer","tt1817273,tt5363618,tt2547584,tt1120985"
"153885","nm0161863","Lewis E. Ciannelli","1923","1990","miscellaneous,actor,sound_department","tt0061500,tt0069390,tt0059449,tt0043870"
"154283","nm0162274","Santo Cilauro","1962","\N","producer,writer,actor","tt1242819,tt0205873,tt3163562,tt0108780"
"154715","nm0162734","Cindy Cirile","\N","\N","actress,writer,production_manager","tt0097625,tt0105219,tt0093873,tt0094752"
"154733","nm0162752","Patrick Cirillo","\N","\N","writer,producer","tt0109531,tt0109761,tt0314353,tt0097521"
"154863","nm0162888","Raymond Cistheri","\N","\N","writer","tt0106452,tt0068934"
"154923","nm0162952","Sergio Citti","1933","2005","writer,director,assistant_director","tt0073650,tt0235866,tt0082752,tt0116957"
"154941","nm0162970","Sabatino Ciuffini","1920","2003","writer,assistant_director,director","tt0082924,tt0057391,tt0066623,tt0056558"
"155136","nm0163177","John Claflin","\N","\N","writer,producer","tt0770752,tt0221633,tt1196340,tt0366174"
"155326","nm0163375","Michael Clancy","\N","\N","director,writer","tt0132937,tt0349416"
"155638","nm0163706","Bob Clark","1939","2007","director,writer,producer","tt0084522,tt0085334,tt0071222,tt0118665"
"155663","nm0163736","Bruce D. Clark","1945","\N","director,writer,producer","tt0068673,tt0082431,tt0064715,tt7505834"
"155890","nm0163988","Clark Gregg","1962","\N","actor,director,writer","tt0462128,tt2364582,tt1024715,tt0848228"
"156072","nm0164187","Larry Clark","1943","\N","director,writer,actor","tt0209077,tt0113540,tt2176690,tt0242193"
"156307","nm0164444","Ron Clark","1933","\N","writer,producer,miscellaneous","tt0082517,tt0075222,tt0092099,tt0083978"
"156480","nm0164639","Alan Clarke","1935","1990","director,writer,producer","tt0297626,tt0084287,tt0069384,tt0079871"
"156674","nm0164851","Keith R. Clarke","\N","\N","writer,producer,director","tt3844220,tt1023114,tt2638144,tt13820342"
"156720","nm0164898","Mary Ruth Clarke","1959","\N","writer,actress","tt0104844,tt0290002,tt0212338,tt0970866"
"156748","nm0164929","Noel Clarke","1975","\N","actor,producer,writer","tt0436992,tt5193784,tt1408101,tt1464763"
"157120","nm0165326","Murmel Clausen","1973","\N","writer,actor,producer","tt0806910,tt0248408,tt1428436,tt11162280"
"157200","nm0165412","James Clavell","1921","1994","writer,director,producer","tt0057115,tt0062376,tt0080274,tt0051622"
"157336","nm0165560","Paul B. Clay","1943","\N","sound_department,music_department,composer","tt0462441"
"157390","nm0165616","Phil Claydon","1976","\N","director,miscellaneous,writer","tt0488085,tt3612320,tt10468616,tt1020885"
"157583","nm0165823","Beverly Cleary","1916","2021","writer","tt0094533,tt0493949,tt0075471,tt0044298"
"157749","nm0165995","Jericca Cleland","\N","\N","cinematographer,director,editor","tt1430607,tt5198068,tt0266543,tt0765446"
"157771","nm0166018","Brian Clemens","1931","2015","writer,producer,miscellaneous","tt0054518,tt0067727,tt0102034,tt0075561"
"157827","nm0166074","Dick Clement","1937","\N","writer,producer,director","tt0424095,tt0101605,tt0115396,tt0200465"
"158000","nm0166256","Ron Clements","1953","\N","writer,director,animation_department","tt0119282,tt0103639,tt3521164,tt0780521"
"158047","nm0166307","Larry Clemmons","1906","1988","writer,animation_department,actor","tt0076618,tt0061852,tt0065421,tt0070608"
